demanda,monto
0.8985507246376812,1.0
0.391304347826087,0.597444089456869
0.391304347826087,0.44089456869009586
0.3333333333333333,0.402555910543131
0.391304347826087,0.402555910543131
0.2898550724637681,0.44089456869009586
0.391304347826087,0.5303514376996805
0.391304347826087,0.5175718849840255
0.3333333333333333,0.4536741214057508
0.5652173913043478,0.4792332268370607
0.42028985507246375,0.536741214057508
0.5652173913043478,0.6645367412140575
0.34782608695652173,0.45686900958466453
0.5942028985507246,0.5079872204472844
0.2753623188405797,0.402555910543131
0.5072463768115942,0.549520766773163
0.391304347826087,0.597444089456869
0.3333333333333333,0.4281150159744409
0.391304347826087,0.46645367412140576
0.5652173913043478,0.4728434504792332
0.5652173913043478,0.4249201277955272
0.5072463768115942,0.5303514376996805
0.3333333333333333,0.5431309904153354
0.4492753623188406,0.402555910543131
0.2898550724637681,0.41533546325878595
0.391304347826087,0.46325878594249204
0.391304347826087,0.7539936102236422
0.391304347826087,0.46325878594249204
0.18840579710144928,0.44089456869009586
0.2898550724637681,0.4185303514376997
0.6376811594202898,0.6837060702875399
0.391304347826087,0.5559105431309904
0.34782608695652173,0.5846645367412141
0.2898550724637681,0.4185303514376997
0.2898550724637681,0.41533546325878595
0.5942028985507246,0.8210862619808307
0.34782608695652173,0.5846645367412141
0.4927536231884058,0.8210862619808307
0.6811594202898551,0.5814696485623003
0.4927536231884058,0.597444089456869
0.34782608695652173,0.40894568690095845
0.6811594202898551,0.7859424920127795
0.2463768115942029,0.4536741214057508
0.3333333333333333,0.402555910543131
0.34782608695652173,0.45686900958466453
0.2898550724637681,0.5527156549520766
0.391304347826087,0.48562300319488816
0.2898550724637681,0.4185303514376997
0.34782608695652173,0.5047923322683706
0.2753623188405797,0.5527156549520766
0.2753623188405797,0.44089456869009586
0.2028985507246377,0.4728434504792332
0.3333333333333333,0.6070287539936102
0.34782608695652173,0.48881789137380194
0.4927536231884058,0.5750798722044729
0.34782608695652173,0.40894568690095845
0.21739130434782608,0.402555910543131
0.2753623188405797,0.45686900958466453
0.3333333333333333,0.49201277955271566
0.391304347826087,0.48562300319488816
1.0,0.8434504792332268
0.42028985507246375,0.4249201277955272
0.391304347826087,0.6645367412140575
0.4492753623188406,0.65814696485623
0.3333333333333333,0.5175718849840255
0.5072463768115942,0.645367412140575
0.391304347826087,0.6198083067092651
0.8985507246376812,1.0
0.391304347826087,0.597444089456869
0.391304347826087,0.44089456869009586
0.3333333333333333,0.402555910543131
0.391304347826087,0.402555910543131
0.2898550724637681,0.44089456869009586
0.391304347826087,0.5303514376996805
0.391304347826087,0.5175718849840255
0.3333333333333333,0.4536741214057508
0.5652173913043478,0.4792332268370607
0.42028985507246375,0.536741214057508
0.5652173913043478,0.6645367412140575
0.34782608695652173,0.45686900958466453
0.5942028985507246,0.5079872204472844
0.2753623188405797,0.402555910543131
0.5072463768115942,0.549520766773163
0.391304347826087,0.597444089456869
0.3333333333333333,0.4281150159744409
0.391304347826087,0.46645367412140576
0.5652173913043478,0.4728434504792332
0.5652173913043478,0.4249201277955272
0.5072463768115942,0.5303514376996805
0.3333333333333333,0.5431309904153354
0.4492753623188406,0.402555910543131
0.2898550724637681,0.41533546325878595
0.391304347826087,0.46325878594249204
0.391304347826087,0.7539936102236422
0.391304347826087,0.46325878594249204
0.18840579710144928,0.44089456869009586
0.2898550724637681,0.4185303514376997
0.6376811594202898,0.6837060702875399
0.391304347826087,0.5559105431309904
0.34782608695652173,0.5846645367412141
0.2898550724637681,0.4185303514376997
0.2898550724637681,0.41533546325878595
0.5942028985507246,0.8210862619808307
0.34782608695652173,0.5846645367412141
0.4927536231884058,0.8210862619808307
0.6811594202898551,0.5814696485623003
0.4927536231884058,0.597444089456869
0.34782608695652173,0.40894568690095845
0.6811594202898551,0.7859424920127795
0.2463768115942029,0.4536741214057508
0.3333333333333333,0.402555910543131
0.34782608695652173,0.45686900958466453
0.2898550724637681,0.5527156549520766
0.391304347826087,0.48562300319488816
0.2898550724637681,0.4185303514376997
0.34782608695652173,0.5047923322683706
0.2753623188405797,0.5527156549520766
0.2753623188405797,0.44089456869009586
0.2028985507246377,0.4728434504792332
0.3333333333333333,0.6070287539936102
0.34782608695652173,0.48881789137380194
0.4927536231884058,0.5750798722044729
0.34782608695652173,0.40894568690095845
0.21739130434782608,0.402555910543131
0.2753623188405797,0.45686900958466453
0.3333333333333333,0.49201277955271566
0.391304347826087,0.48562300319488816
1.0,0.8434504792332268
0.42028985507246375,0.4249201277955272
0.391304347826087,0.6645367412140575
0.4492753623188406,0.65814696485623
0.3333333333333333,0.5175718849840255
0.5072463768115942,0.645367412140575
0.391304347826087,0.6198083067092651
